round,sensor_id,aoi_before,aoi_after,visited
1,1,0,13,1
1,2,0,11,1
1,3,0,5,1
1,4,0,1,1
1,5,0,9,1
1,6,0,19,0
1,7,0,15,1
1,8,0,3,1
1,9,0,7,1
1,10,0,17,1
2,1,13,7,1
2,2,11,9,1
2,3,5,13,1
2,4,1,20,0
2,5,9,15,1
2,6,19,5,1
2,7,15,3,1
2,8,3,22,0
2,9,7,11,1
2,10,17,1,1
3,1,7,13,1
3,2,9,11,1
3,3,13,5,1
3,4,20,1,1
3,5,15,9,1
3,6,5,24,0
3,7,3,15,1
3,8,22,3,1
3,9,11,7,1
3,10,1,17,1
4,1,13,7,1
4,2,11,9,1
4,3,5,13,1
4,4,1,20,0
4,5,9,11,1
4,6,24,5,1
4,7,15,3,1
4,8,3,22,0
4,9,7,15,1
4,10,17,1,1
5,1,7,13,1
5,2,9,11,1
5,3,13,5,1
5,4,20,1,1
5,5,11,9,1
5,6,5,24,0
5,7,3,15,1
5,8,22,3,1
5,9,15,7,1
5,10,1,17,1
6,1,13,7,1
6,2,11,9,1
6,3,5,13,1
6,4,1,20,0
6,5,9,11,1
6,6,24,5,1
6,7,15,3,1
6,8,3,22,0
6,9,7,15,1
6,10,17,1,1
7,1,7,13,1
7,2,9,11,1
7,3,13,5,1
7,4,20,1,1
7,5,11,9,1
7,6,5,24,0
7,7,3,15,1
7,8,22,3,1
7,9,15,7,1
7,10,1,17,1
8,1,13,7,1
8,2,11,9,1
8,3,5,13,1
8,4,1,20,0
8,5,9,11,1
8,6,24,5,1
8,7,15,3,1
8,8,3,22,0
8,9,7,15,1
8,10,17,1,1
9,1,7,13,1
9,2,9,11,1
9,3,13,5,1
9,4,20,1,1
9,5,11,9,1
9,6,5,24,0
9,7,3,15,1
9,8,22,3,1
9,9,15,7,1
9,10,1,17,1
10,1,13,7,1
10,2,11,9,1
10,3,5,13,1
10,4,1,20,0
10,5,9,11,1
10,6,24,5,1
10,7,15,3,1
10,8,3,22,0
10,9,7,15,1
10,10,17,1,1
11,1,7,13,1
11,2,9,11,1
11,3,13,5,1
11,4,20,1,1
11,5,11,9,1
11,6,5,24,0
11,7,3,15,1
11,8,22,3,1
11,9,15,7,1
11,10,1,17,1
12,1,13,7,1
12,2,11,9,1
12,3,5,13,1
12,4,1,20,0
12,5,9,11,1
12,6,24,5,1
12,7,15,3,1
12,8,3,22,0
12,9,7,15,1
12,10,17,1,1
13,1,7,13,1
13,2,9,11,1
13,3,13,5,1
13,4,20,1,1
13,5,11,9,1
13,6,5,24,0
13,7,3,15,1
13,8,22,3,1
13,9,15,7,1
13,10,1,17,1
14,1,13,7,1
14,2,11,9,1
14,3,5,13,1
14,4,1,20,0
14,5,9,11,1
14,6,24,5,1
14,7,15,3,1
14,8,3,22,0
14,9,7,15,1
14,10,17,1,1
15,1,7,13,1
15,2,9,11,1
15,3,13,5,1
15,4,20,1,1
15,5,11,9,1
15,6,5,24,0
15,7,3,15,1
15,8,22,3,1
15,9,15,7,1
15,10,1,17,1
16,1,13,7,1
16,2,11,9,1
16,3,5,13,1
16,4,1,20,0
16,5,9,11,1
16,6,24,5,1
16,7,15,3,1
16,8,3,22,0
16,9,7,15,1
16,10,17,1,1
17,1,7,13,1
17,2,9,11,1
17,3,13,5,1
17,4,20,1,1
17,5,11,9,1
17,6,5,24,0
17,7,3,15,1
17,8,22,3,1
17,9,15,7,1
17,10,1,17,1
18,1,13,7,1
18,2,11,9,1
18,3,5,13,1
18,4,1,20,0
18,5,9,11,1
18,6,24,5,1
18,7,15,3,1
18,8,3,22,0
18,9,7,15,1
18,10,17,1,1
19,1,7,13,1
19,2,9,11,1
19,3,13,5,1
19,4,20,1,1
19,5,11,9,1
19,6,5,24,0
19,7,3,15,1
19,8,22,3,1
19,9,15,7,1
19,10,1,17,1
20,1,13,7,1
20,2,11,9,1
20,3,5,13,1
20,4,1,20,0
20,5,9,11,1
20,6,24,5,1
20,7,15,3,1
20,8,3,22,0
20,9,7,15,1
20,10,17,1,1
21,1,7,13,1
21,2,9,11,1
21,3,13,5,1
21,4,20,1,1
21,5,11,9,1
21,6,5,24,0
21,7,3,15,1
21,8,22,3,1
21,9,15,7,1
21,10,1,17,1
22,1,13,7,1
22,2,11,9,1
22,3,5,13,1
22,4,1,20,0
22,5,9,11,1
22,6,24,5,1
22,7,15,3,1
22,8,3,22,0
22,9,7,15,1
22,10,17,1,1
23,1,7,13,1
