round,sensor_id,aoi_before,aoi_after,visited
1,1,0,17,1
1,2,0,9,1
1,3,0,19,0
1,4,0,5,1
1,5,0,19,0
1,6,0,19,0
1,7,0,19,0
1,8,0,7,1
1,9,0,19,0
1,10,0,19,0
1,11,0,19,0
1,12,0,19,0
1,13,0,15,1
1,14,0,13,1
1,15,0,19,0
1,16,0,11,1
1,17,0,19,0
1,18,0,19,0
1,19,0,1,1
1,20,0,3,1
1,21,0,19,0
1,22,0,19,0
1,23,0,19,0
1,24,0,19,0
1,25,0,19,0
2,1,17,36,0
2,2,9,28,0
2,3,19,5,1
2,4,5,24,0
2,5,19,38,0
2,6,19,38,0
2,7,19,38,0
2,8,7,26,0
2,9,19,9,1
2,10,19,15,1
2,11,19,13,1
2,12,19,38,0
2,13,15,34,0
2,14,13,32,0
2,15,19,7,1
2,16,11,30,0
2,17,19,38,0
2,18,19,17,1
2,19,1,20,0
2,20,3,22,0
2,21,19,38,0
2,22,19,11,1
2,23,19,3,1
2,24,19,1,1
2,25,19,38,0
3,1,36,3,1
3,2,28,47,0
3,3,5,24,0
3,4,24,43,0
3,5,38,15,1
3,6,38,13,1
3,7,38,5,1
3,8,26,45,0
3,9,9,28,0
3,10,15,34,0
3,11,13,32,0
3,12,38,11,1
3,13,34,1,1
3,14,32,51,0
3,15,7,26,0
3,16,30,49,0
3,17,38,9,1
3,18,17,36,0
3,19,20,39,0
3,20,22,41,0
3,21,38,17,1
3,22,11,30,0
3,23,3,22,0
3,24,1,20,0
3,25,38,7,1
4,1,3,22,0
4,2,47,13,1
4,3,24,43,0
4,4,43,9,1
4,5,15,34,0
4,6,13,32,0
4,7,5,24,0
4,8,45,11,1
4,9,28,47,0
4,10,34,1,1
4,11,32,51,0
4,12,11,30,0
4,13,1,20,0
4,14,51,17,1
4,15,26,45,0
4,16,49,15,1
4,17,9,28,0
4,18,36,3,1
4,19,39,5,1
4,20,41,7,1
4,21,17,36,0
4,22,30,49,0
4,23,22,41,0
4,24,20,39,0
4,25,7,26,0
5,1,22,41,0
5,2,13,32,0
5,3,43,9,1
5,4,9,28,0
5,5,34,1,1
5,6,32,51,0
5,7,24,43,0
5,8,11,30,0
5,9,47,13,1
5,10,1,20,0
5,11,51,17,1
5,12,30,49,0
5,13,20,39,0
5,14,17,36,0
5,15,45,11,1
5,16,15,34,0
5,17,28,47,0
5,18,3,22,0
5,19,5,24,0
5,20,7,26,0
5,21,36,3,1
5,22,49,15,1
5,23,41,7,1
5,24,39,5,1
5,25,26,45,0
6,1,41,7,1
6,2,32,51,0
6,3,9,28,0
6,4,28,47,0
6,5,1,20,0
6,6,51,17,1
6,7,43,9,1
6,8,30,49,0
6,9,13,32,0
6,10,20,39,0
6,11,17,36,0
6,12,49,15,1
6,13,39,5,1
6,14,36,3,1
6,15,11,30,0
6,16,34,1,1
6,17,47,13,1
6,18,22,41,0
6,19,24,43,0
6,20,26,45,0
6,21,3,22,0
6,22,15,34,0
6,23,7,26,0
6,24,5,24,0
6,25,45,11,1
7,1,7,26,0
7,2,51,17,1
7,3,28,47,0
7,4,47,13,1
7,5,20,39,0
7,6,17,36,0
7,7,9,28,0
7,8,49,15,1
7,9,32,51,0
7,10,39,5,1
7,11,36,3,1
7,12,15,34,0
7,13,5,24,0
7,14,3,22,0
7,15,30,49,0
7,16,1,20,0
7,17,13,32,0
7,18,41,7,1
7,19,43,9,1
7,20,45,11,1
7,21,22,41,0
7,22,34,1,1
7,23,26,45,0
7,24,24,43,0
7,25,11,30,0
8,1,26,45,0
8,2,17,36,0
8,3,47,13,1
8,4,13,32,0
8,5,39,5,1
8,6,36,3,1
8,7,28,47,0
8,8,15,34,0
8,9,51,17,1
8,10,5,24,0
8,11,3,22,0
8,12,34,1,1
8,13,24,43,0
8,14,22,41,0
8,15,49,15,1
8,16,20,39,0
8,17,32,51,0
8,18,7,26,0
8,19,9,28,0
8,20,11,30,0
8,21,41,7,1
8,22,1,20,0
8,23,45,11,1
8,24,43,9,1
8,25,30,49,0
9,1,45,11,1
