round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,36695.4146,81.0000,17.8000,9,1202.1869,0 -> 37 -> 37 -> 14 -> 14 -> 22 -> 22 -> 48 -> 48 -> 65 -> 65 -> 20 -> 20 -> 62 -> 62 -> 18 -> 18 -> 13 -> 13 -> 0
2,61521.3028,252.0000,33.3200,9,1874.1517,0 -> 31 -> 31 -> 53 -> 53 -> 75 -> 75 -> 47 -> 47 -> 40 -> 40 -> 59 -> 59 -> 36 -> 36 -> 57 -> 57 -> 69 -> 69 -> 0
3,55209.6370,423.0000,46.5600,9,1724.7130,0 -> 50 -> 50 -> 63 -> 63 -> 45 -> 45 -> 30 -> 30 -> 3 -> 3 -> 35 -> 35 -> 34 -> 34 -> 11 -> 11 -> 66 -> 66 -> 0
4,96267.0264,594.0000,57.5200,9,2090.5961,0 -> 29 -> 29 -> 41 -> 41 -> 28 -> 28 -> 10 -> 10 -> 52 -> 52 -> 46 -> 46 -> 42 -> 42 -> 39 -> 39 -> 23 -> 23 -> 0
5,109102.3629,765.0000,66.2000,9,2363.3846,0 -> 27 -> 27 -> 60 -> 60 -> 43 -> 43 -> 17 -> 17 -> 38 -> 38 -> 55 -> 55 -> 72 -> 72 -> 51 -> 51 -> 8 -> 8 -> 0
6,117580.0726,906.0000,73.0000,9,2596.4624,0 -> 49 -> 49 -> 67 -> 67 -> 33 -> 33 -> 5 -> 5 -> 37 -> 37 -> 14 -> 14 -> 22 -> 22 -> 48 -> 48 -> 65 -> 65 -> 0
7,78945.7000,1003.0000,78.5067,9,2909.6066,0 -> 20 -> 20 -> 74 -> 74 -> 71 -> 71 -> 56 -> 56 -> 62 -> 62 -> 18 -> 18 -> 13 -> 13 -> 31 -> 31 -> 53 -> 53 -> 0
8,141021.5433,1098.0000,82.7467,9,2861.5704,0 -> 75 -> 75 -> 47 -> 47 -> 40 -> 40 -> 59 -> 59 -> 36 -> 36 -> 57 -> 57 -> 32 -> 32 -> 61 -> 61 -> 70 -> 70 -> 0
9,103908.6480,1036.0000,87.8133,9,2679.1830,0 -> 69 -> 69 -> 50 -> 50 -> 63 -> 63 -> 45 -> 45 -> 30 -> 30 -> 3 -> 3 -> 35 -> 35 -> 34 -> 34 -> 11 -> 11 -> 0
10,132256.4228,1109.0000,91.9067,9,2930.8089,0 -> 66 -> 66 -> 64 -> 64 -> 29 -> 29 -> 41 -> 41 -> 28 -> 28 -> 10 -> 10 -> 52 -> 52 -> 46 -> 46 -> 42 -> 42 -> 0
11,112514.2793,1055.0000,96.7200,9,2775.4886,0 -> 39 -> 39 -> 23 -> 23 -> 27 -> 27 -> 60 -> 60 -> 43 -> 43 -> 17 -> 17 -> 38 -> 38 -> 55 -> 55 -> 72 -> 72 -> 0
12,110050.2331,1055.0000,101.5333,9,2479.5342,0 -> 51 -> 51 -> 8 -> 8 -> 49 -> 49 -> 67 -> 67 -> 33 -> 33 -> 5 -> 5 -> 37 -> 37 -> 14 -> 14 -> 22 -> 22 -> 0
13,70668.4803,1047.0000,106.4533,9,2413.4169,0 -> 48 -> 48 -> 65 -> 65 -> 20 -> 20 -> 74 -> 74 -> 71 -> 71 -> 62 -> 62 -> 18 -> 18 -> 13 -> 13 -> 31 -> 31 -> 0
14,88605.4510,1056.0000,111.2533,9,2739.7653,0 -> 53 -> 53 -> 75 -> 75 -> 56 -> 56 -> 47 -> 47 -> 40 -> 40 -> 59 -> 59 -> 36 -> 36 -> 57 -> 57 -> 69 -> 69 -> 0
15,90951.7298,1194.0000,114.2133,9,3032.5018,0 -> 50 -> 50 -> 63 -> 63 -> 2 -> 2 -> 32 -> 32 -> 45 -> 45 -> 30 -> 30 -> 3 -> 3 -> 35 -> 35 -> 34 -> 34 -> 0
16,132566.5870,1036.0000,119.2800,9,2951.4667,0 -> 11 -> 11 -> 66 -> 66 -> 64 -> 64 -> 29 -> 29 -> 41 -> 41 -> 28 -> 28 -> 10 -> 10 -> 52 -> 52 -> 46 -> 46 -> 0
17,135937.9252,1036.0000,124.3467,9,2845.5959,0 -> 42 -> 42 -> 39 -> 39 -> 23 -> 23 -> 27 -> 27 -> 60 -> 60 -> 43 -> 43 -> 17 -> 17 -> 38 -> 38 -> 55 -> 55 -> 0
