round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,93309.2375,81.0000,17.2000,9,909.0991,0 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 0
2,93399.1723,252.0000,30.9800,9,1231.4391,0 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 0
3,92411.0245,423.0000,41.3400,9,1341.4190,0 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 7 -> 7 -> 0
4,93042.6968,594.0000,48.2800,9,1221.7582,0 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 18 -> 18 -> 0
5,94401.5775,765.0000,51.8000,9,1926.3530,0 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 17 -> 17 -> 0
6,92088.9929,916.0000,52.3000,9,1859.8226,0 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 0
7,91248.5696,941.0000,52.3000,9,1250.5958,0 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 0
8,90621.9653,941.0000,52.3000,9,1580.6858,0 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 0
9,91299.9447,941.0000,52.3000,9,1785.5032,0 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 0
10,94457.2202,941.0000,52.3000,9,2308.7658,0 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 0
11,95105.4109,941.0000,52.3000,9,2052.3699,0 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 17 -> 17 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 0
12,93796.4196,941.0000,52.3000,9,1821.3404,0 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 0
13,91841.0865,941.0000,52.3000,9,1646.1611,0 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 0
14,92364.6260,941.0000,52.3000,9,2066.3395,0 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 0
15,93438.1623,941.0000,52.3000,9,2008.5987,0 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 0
16,95071.8334,941.0000,52.3000,9,2429.3655,0 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 0
17,93312.8010,941.0000,52.3000,9,2051.5729,0 -> 17 -> 17 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 0
18,91269.6804,941.0000,52.3000,9,1209.0315,0 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 0
19,90726.6261,941.0000,52.3000,9,1541.6396,0 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 0
20,90950.7764,941.0000,52.3000,9,1747.9389,0 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 0
21,92677.3870,941.0000,52.3000,9,2154.1262,0 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 0
22,96764.9578,941.0000,52.3000,9,1927.6675,0 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 17 -> 17 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 0
23,93773.6261,941.0000,52.3000,9,1758.6299,0 -> 23 -> 23 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 0
24,91389.2111,941.0000,52.3000,9,1502.4475,0 -> 20 -> 20 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 0
25,92627.2550,941.0000,52.3000,9,2041.7191,0 -> 46 -> 46 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 0
26,93513.8082,941.0000,52.3000,9,2029.9100,0 -> 33 -> 33 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 0
27,95288.8902,941.0000,52.3000,9,2451.7754,0 -> 15 -> 15 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 0
28,94337.3319,941.0000,52.3000,9,2060.5281,0 -> 3 -> 3 -> 17 -> 17 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 0
29,91708.4630,941.0000,52.3000,9,1050.7681,0 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 0
30,91197.1074,941.0000,52.3000,9,1346.8925,0 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 0
