round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,70475.2653,81.0000,13.0000,9,1721.1891,0 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 2 -> 2 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 0
2,100880.9075,232.0000,15.9333,9,2977.7629,0 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 5 -> 5 -> 3 -> 3 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 0
3,89877.9656,253.0000,17.4667,9,2641.2229,0 -> 2 -> 2 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 0
4,128379.3003,261.0000,18.4667,9,2940.6631,0 -> 5 -> 5 -> 3 -> 3 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 2 -> 2 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 0
5,130105.5072,241.0000,20.8000,9,3284.9098,0 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 2 -> 2 -> 0
6,131546.3894,273.0000,21.0000,9,2968.6586,0 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 0
7,77928.7030,360.0000,15.4000,9,2753.2297,0 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 14 -> 14 -> 2 -> 2 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 0
8,107527.0286,276.0000,15.4000,9,2777.5999,0 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 0
9,95485.9337,276.0000,15.4000,9,2751.7994,0 -> 15 -> 15 -> 2 -> 2 -> 14 -> 14 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 0
10,96284.4255,274.0000,15.5333,9,2767.7499,0 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 2 -> 2 -> 5 -> 5 -> 0
11,114748.8985,257.0000,16.8000,9,2844.9801,0 -> 3 -> 3 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 0
12,88480.7876,297.0000,15.4000,9,2910.6184,0 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 14 -> 14 -> 2 -> 2 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 8 -> 8 -> 0
13,121574.3224,276.0000,15.4000,9,3069.1085,0 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 0
14,97608.0024,257.0000,16.6667,9,2871.9212,0 -> 2 -> 2 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 0
15,99076.1590,257.0000,17.9333,9,2928.2177,0 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 15 -> 15 -> 2 -> 2 -> 5 -> 5 -> 3 -> 3 -> 11 -> 11 -> 0
16,107527.0286,257.0000,19.2000,9,2777.5999,0 -> 8 -> 8 -> 13 -> 13 -> 9 -> 9 -> 7 -> 7 -> 1 -> 1 -> 6 -> 6 -> 10 -> 10 -> 12 -> 12 -> 4 -> 4 -> 0
