round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,32782.1211,81.0000,14.5000,9,1765.1564,0 -> 10 -> 10 -> 4 -> 4 -> 2 -> 2 -> 20 -> 20 -> 5 -> 5 -> 8 -> 8 -> 11 -> 11 -> 15 -> 15 -> 12 -> 12 -> 0
2,59875.7363,250.0000,20.5500,9,2594.0831,0 -> 7 -> 7 -> 19 -> 19 -> 1 -> 1 -> 6 -> 6 -> 18 -> 18 -> 14 -> 14 -> 17 -> 17 -> 16 -> 16 -> 10 -> 10 -> 0
3,43310.9026,367.0000,20.7500,9,1998.4562,0 -> 15 -> 15 -> 8 -> 8 -> 9 -> 9 -> 3 -> 3 -> 13 -> 13 -> 5 -> 5 -> 20 -> 20 -> 2 -> 2 -> 4 -> 4 -> 0
4,53352.9018,373.0000,20.6500,9,2552.7899,0 -> 12 -> 12 -> 11 -> 11 -> 17 -> 17 -> 14 -> 14 -> 18 -> 18 -> 6 -> 6 -> 1 -> 1 -> 19 -> 19 -> 7 -> 7 -> 0
5,44807.7078,369.0000,20.7500,9,1936.8898,0 -> 10 -> 10 -> 2 -> 2 -> 8 -> 8 -> 9 -> 9 -> 3 -> 3 -> 13 -> 13 -> 5 -> 5 -> 16 -> 16 -> 15 -> 15 -> 0
6,52859.9536,373.0000,20.6500,9,2557.2186,0 -> 12 -> 12 -> 11 -> 11 -> 20 -> 20 -> 17 -> 17 -> 14 -> 14 -> 18 -> 18 -> 6 -> 6 -> 1 -> 1 -> 4 -> 4 -> 0
7,56812.0330,369.0000,20.7500,9,2325.3288,0 -> 10 -> 10 -> 16 -> 16 -> 13 -> 13 -> 3 -> 3 -> 9 -> 9 -> 8 -> 8 -> 2 -> 2 -> 19 -> 19 -> 7 -> 7 -> 0
8,56283.9369,371.0000,20.7500,9,2701.3877,0 -> 12 -> 12 -> 1 -> 1 -> 18 -> 18 -> 20 -> 20 -> 14 -> 14 -> 17 -> 17 -> 5 -> 5 -> 11 -> 11 -> 15 -> 15 -> 0
9,62410.3956,373.0000,20.6500,9,2476.4101,0 -> 4 -> 4 -> 16 -> 16 -> 13 -> 13 -> 3 -> 3 -> 9 -> 9 -> 8 -> 8 -> 2 -> 2 -> 6 -> 6 -> 10 -> 10 -> 0
10,52050.4510,369.0000,20.7500,9,2514.6097,0 -> 12 -> 12 -> 11 -> 11 -> 20 -> 20 -> 17 -> 17 -> 14 -> 14 -> 18 -> 18 -> 19 -> 19 -> 1 -> 1 -> 7 -> 7 -> 0
11,43276.2422,373.0000,20.6500,9,1937.9520,0 -> 4 -> 4 -> 2 -> 2 -> 8 -> 8 -> 9 -> 9 -> 3 -> 3 -> 13 -> 13 -> 5 -> 5 -> 16 -> 16 -> 15 -> 15 -> 0
12,55085.9080,369.0000,20.7500,9,2514.0641,0 -> 10 -> 10 -> 1 -> 1 -> 6 -> 6 -> 18 -> 18 -> 14 -> 14 -> 17 -> 17 -> 20 -> 20 -> 11 -> 11 -> 12 -> 12 -> 0
13,52304.3968,371.0000,20.7500,9,2350.6281,0 -> 7 -> 7 -> 19 -> 19 -> 2 -> 2 -> 8 -> 8 -> 9 -> 9 -> 3 -> 3 -> 13 -> 13 -> 16 -> 16 -> 4 -> 4 -> 0
14,58029.1597,371.0000,20.7500,9,2572.9072,0 -> 15 -> 15 -> 11 -> 11 -> 5 -> 5 -> 17 -> 17 -> 14 -> 14 -> 18 -> 18 -> 6 -> 6 -> 1 -> 1 -> 10 -> 10 -> 0
15,52992.0693,371.0000,20.7500,9,2467.0845,0 -> 12 -> 12 -> 16 -> 16 -> 9 -> 9 -> 3 -> 3 -> 8 -> 8 -> 20 -> 20 -> 2 -> 2 -> 19 -> 19 -> 7 -> 7 -> 0
16,55911.5124,371.0000,20.7500,9,2537.5701,0 -> 4 -> 4 -> 1 -> 1 -> 18 -> 18 -> 14 -> 14 -> 17 -> 17 -> 5 -> 5 -> 13 -> 13 -> 11 -> 11 -> 15 -> 15 -> 0
17,62222.6668,373.0000,20.6500,9,2621.6167,0 -> 12 -> 12 -> 6 -> 6 -> 20 -> 20 -> 8 -> 8 -> 3 -> 3 -> 9 -> 9 -> 16 -> 16 -> 2 -> 2 -> 10 -> 10 -> 0
18,51995.7541,369.0000,20.7500,9,2587.8986,0 -> 7 -> 7 -> 1 -> 1 -> 19 -> 19 -> 18 -> 18 -> 14 -> 14 -> 17 -> 17 -> 5 -> 5 -> 11 -> 11 -> 4 -> 4 -> 0
19,62889.7314,371.0000,20.7500,9,2630.1851,0 -> 15 -> 15 -> 8 -> 8 -> 13 -> 13 -> 3 -> 3 -> 9 -> 9 -> 20 -> 20 -> 2 -> 2 -> 6 -> 6 -> 12 -> 12 -> 0
20,55641.8563,371.0000,20.7500,9,2522.3466,0 -> 7 -> 7 -> 1 -> 1 -> 19 -> 19 -> 18 -> 18 -> 14 -> 14 -> 17 -> 17 -> 16 -> 16 -> 11 -> 11 -> 10 -> 10 -> 0
21,43310.9026,373.0000,20.6500,9,1998.4562,0 -> 4 -> 4 -> 2 -> 2 -> 20 -> 20 -> 5 -> 5 -> 13 -> 13 -> 3 -> 3 -> 9 -> 9 -> 8 -> 8 -> 15 -> 15 -> 0
