round,sensor_id,aoi_before,aoi_after,visited
1,1,0,19,0
1,2,0,3,1
1,3,0,5,1
1,4,0,19,0
1,5,0,1,1
2,1,19,38,0
2,2,3,3,1
2,3,5,5,1
2,4,19,38,0
2,5,1,1,1
3,1,38,57,0
3,2,3,3,1
3,3,5,5,1
3,4,38,57,0
3,5,1,1,1
4,1,57,76,0
4,2,3,3,1
4,3,5,5,1
4,4,57,76,0
4,5,1,1,1
5,1,76,95,0
5,2,3,3,1
5,3,5,5,1
5,4,76,95,0
5,5,1,1,1
6,1,95,114,0
6,2,3,3,1
6,3,5,5,1
6,4,95,114,0
6,5,1,1,1
7,1,114,133,0
7,2,3,3,1
7,3,5,5,1
7,4,114,133,0
7,5,1,1,1
8,1,133,152,0
8,2,3,3,1
8,3,5,5,1
8,4,133,152,0
8,5,1,1,1
9,1,152,171,0
9,2,3,3,1
9,3,5,5,1
9,4,152,171,0
9,5,1,1,1
10,1,171,190,0
10,2,3,3,1
10,3,5,5,1
10,4,171,190,0
10,5,1,1,1
11,1,190,209,0
11,2,3,3,1
11,3,5,5,1
11,4,190,209,0
11,5,1,1,1
12,1,209,228,0
12,2,3,3,1
12,3,5,5,1
12,4,209,228,0
12,5,1,1,1
13,1,228,247,0
13,2,3,3,1
13,3,5,5,1
13,4,228,247,0
13,5,1,1,1
14,1,247,266,0
14,2,3,3,1
14,3,5,5,1
14,4,247,266,0
14,5,1,1,1
15,1,266,285,0
15,2,3,3,1
15,3,5,5,1
15,4,266,285,0
15,5,1,1,1
16,1,285,304,0
16,2,3,3,1
16,3,5,5,1
16,4,285,304,0
16,5,1,1,1
17,1,304,323,0
17,2,3,3,1
17,3,5,5,1
17,4,304,323,0
17,5,1,1,1
18,1,323,342,0
18,2,3,3,1
18,3,5,5,1
18,4,323,342,0
18,5,1,1,1
19,1,342,361,0
19,2,3,3,1
19,3,5,5,1
19,4,342,361,0
19,5,1,1,1
20,1,361,380,0
20,2,3,3,1
20,3,5,5,1
20,4,361,380,0
20,5,1,1,1
21,1,380,399,0
21,2,3,3,1
21,3,5,5,1
21,4,380,399,0
21,5,1,1,1
22,1,399,418,0
22,2,3,3,1
22,3,5,5,1
22,4,399,418,0
22,5,1,1,1
23,1,418,437,0
23,2,3,3,1
23,3,5,5,1
23,4,418,437,0
23,5,1,1,1
24,1,437,456,0
24,2,3,3,1
24,3,5,5,1
24,4,437,456,0
24,5,1,1,1
25,1,456,475,0
25,2,3,3,1
25,3,5,5,1
25,4,456,475,0
25,5,1,1,1
26,1,475,494,0
26,2,3,3,1
26,3,5,5,1
26,4,475,494,0
26,5,1,1,1
27,1,494,513,0
27,2,3,3,1
27,3,5,5,1
27,4,494,513,0
27,5,1,1,1
28,1,513,532,0
28,2,3,3,1
28,3,5,5,1
28,4,513,532,0
28,5,1,1,1
29,1,532,551,0
29,2,3,3,1
29,3,5,5,1
29,4,532,551,0
29,5,1,1,1
30,1,551,570,0
30,2,3,3,1
30,3,5,5,1
30,4,551,570,0
30,5,1,1,1
