round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,30619.2038,81.0000,10.0000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
2,30619.2038,162.0000,11.9000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
3,30619.2038,162.0000,13.8000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
4,30619.2038,162.0000,15.7000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
5,30619.2038,162.0000,17.6000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
6,30619.2038,162.0000,19.5000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
7,30619.2038,162.0000,21.4000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
8,30619.2038,162.0000,23.3000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
9,30619.2038,162.0000,25.2000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
10,30619.2038,162.0000,27.1000,9,326.0974,0 -> 1 -> 1 -> 2 -> 2 -> 8 -> 8 -> 4 -> 4 -> 5 -> 5 -> 6 -> 6 -> 7 -> 7 -> 3 -> 3 -> 9 -> 9 -> 0
