round,sensor_id,aoi_before,aoi_after,visited
1,1,0,3,1
1,2,0,19,0
1,3,0,19,0
1,4,0,11,1
1,5,0,19,0
1,6,0,19,0
1,7,0,7,1
1,8,0,19,0
1,9,0,19,0
1,10,0,15,1
1,11,0,19,0
1,12,0,13,1
1,13,0,19,0
1,14,0,19,0
1,15,0,19,0
1,16,0,19,0
1,17,0,19,0
1,18,0,1,1
1,19,0,19,0
1,20,0,19,0
1,21,0,5,1
1,22,0,19,0
1,23,0,19,0
1,24,0,19,0
1,25,0,19,0
1,26,0,19,0
1,27,0,19,0
1,28,0,19,0
1,29,0,17,1
1,30,0,9,1
2,1,3,3,1
2,2,19,38,0
2,3,19,38,0
2,4,11,11,1
2,5,19,38,0
2,6,19,38,0
2,7,7,7,1
2,8,19,38,0
2,9,19,38,0
2,10,15,15,1
2,11,19,38,0
2,12,13,13,1
2,13,19,38,0
2,14,19,38,0
2,15,19,38,0
2,16,19,38,0
2,17,19,38,0
2,18,1,1,1
2,19,19,38,0
2,20,19,38,0
2,21,5,5,1
2,22,19,38,0
2,23,19,38,0
2,24,19,38,0
2,25,19,38,0
2,26,19,38,0
2,27,19,38,0
2,28,19,38,0
2,29,17,17,1
2,30,9,9,1
3,1,3,3,1
3,2,38,57,0
3,3,38,57,0
3,4,11,11,1
3,5,38,57,0
3,6,38,57,0
3,7,7,7,1
3,8,38,57,0
3,9,38,57,0
3,10,15,15,1
3,11,38,57,0
3,12,13,13,1
3,13,38,57,0
3,14,38,57,0
3,15,38,57,0
3,16,38,57,0
3,17,38,57,0
3,18,1,1,1
3,19,38,57,0
3,20,38,57,0
3,21,5,5,1
3,22,38,57,0
3,23,38,57,0
3,24,38,57,0
3,25,38,57,0
3,26,38,57,0
3,27,38,57,0
3,28,38,57,0
3,29,17,17,1
3,30,9,9,1
4,1,3,3,1
4,2,57,76,0
4,3,57,76,0
4,4,11,11,1
4,5,57,76,0
4,6,57,76,0
4,7,7,7,1
4,8,57,76,0
4,9,57,76,0
4,10,15,15,1
4,11,57,76,0
4,12,13,13,1
4,13,57,76,0
4,14,57,76,0
4,15,57,76,0
4,16,57,76,0
4,17,57,76,0
4,18,1,1,1
4,19,57,76,0
4,20,57,76,0
4,21,5,5,1
4,22,57,76,0
4,23,57,76,0
4,24,57,76,0
4,25,57,76,0
4,26,57,76,0
4,27,57,76,0
4,28,57,76,0
4,29,17,17,1
4,30,9,9,1
5,1,3,3,1
5,2,76,95,0
5,3,76,95,0
5,4,11,11,1
5,5,76,95,0
5,6,76,95,0
5,7,7,7,1
5,8,76,95,0
5,9,76,95,0
5,10,15,15,1
5,11,76,95,0
5,12,13,13,1
5,13,76,95,0
5,14,76,95,0
5,15,76,95,0
5,16,76,95,0
5,17,76,95,0
5,18,1,1,1
5,19,76,95,0
5,20,76,95,0
5,21,5,5,1
5,22,76,95,0
5,23,76,95,0
5,24,76,95,0
5,25,76,95,0
5,26,76,95,0
5,27,76,95,0
5,28,76,95,0
5,29,17,17,1
5,30,9,9,1
6,1,3,3,1
6,2,95,114,0
6,3,95,114,0
6,4,11,11,1
6,5,95,114,0
6,6,95,114,0
6,7,7,7,1
6,8,95,114,0
6,9,95,114,0
6,10,15,15,1
6,11,95,114,0
6,12,13,13,1
6,13,95,114,0
6,14,95,114,0
6,15,95,114,0
6,16,95,114,0
6,17,95,114,0
6,18,1,1,1
6,19,95,114,0
6,20,95,114,0
6,21,5,5,1
6,22,95,114,0
6,23,95,114,0
6,24,95,114,0
6,25,95,114,0
6,26,95,114,0
6,27,95,114,0
6,28,95,114,0
6,29,17,17,1
6,30,9,9,1
7,1,3,3,1
7,2,114,133,0
7,3,114,133,0
7,4,11,11,1
7,5,114,133,0
7,6,114,133,0
7,7,7,7,1
7,8,114,133,0
7,9,114,133,0
7,10,15,15,1
7,11,114,133,0
7,12,13,13,1
7,13,114,133,0
7,14,114,133,0
7,15,114,133,0
7,16,114,133,0
7,17,114,133,0
7,18,1,1,1
7,19,114,133,0
7,20,114,133,0
7,21,5,5,1
7,22,114,133,0
7,23,114,133,0
7,24,114,133,0
7,25,114,133,0
7,26,114,133,0
7,27,114,133,0
7,28,114,133,0
7,29,17,17,1
7,30,9,9,1
8,1,3,3,1
8,2,133,152,0
8,3,133,152,0
8,4,11,11,1
8,5,133,152,0
8,6,133,152,0
8,7,7,7,1
8,8,133,152,0
8,9,133,152,0
8,10,15,15,1
8,11,133,152,0
8,12,13,13,1
8,13,133,152,0
8,14,133,152,0
8,15,133,152,0
8,16,133,152,0
8,17,133,152,0
8,18,1,1,1
8,19,133,152,0
8,20,133,152,0
8,21,5,5,1
8,22,133,152,0
8,23,133,152,0
8,24,133,152,0
8,25,133,152,0
8,26,133,152,0
8,27,133,152,0
8,28,133,152,0
8,29,17,17,1
8,30,9,9,1
9,1,3,3,1
9,2,152,171,0
9,3,152,171,0
9,4,11,11,1
9,5,152,171,0
9,6,152,171,0
9,7,7,7,1
9,8,152,171,0
9,9,152,171,0
9,10,15,15,1
9,11,152,171,0
9,12,13,13,1
9,13,152,171,0
9,14,152,171,0
9,15,152,171,0
9,16,152,171,0
9,17,152,171,0
9,18,1,1,1
9,19,152,171,0
9,20,152,171,0
9,21,5,5,1
9,22,152,171,0
9,23,152,171,0
9,24,152,171,0
9,25,152,171,0
9,26,152,171,0
9,27,152,171,0
9,28,152,171,0
9,29,17,17,1
9,30,9,9,1
10,1,3,3,1
10,2,171,190,0
10,3,171,190,0
10,4,11,11,1
10,5,171,190,0
10,6,171,190,0
10,7,7,7,1
10,8,171,190,0
10,9,171,190,0
10,10,15,15,1
10,11,171,190,0
10,12,13,13,1
10,13,171,190,0
10,14,171,190,0
10,15,171,190,0
10,16,171,190,0
10,17,171,190,0
10,18,1,1,1
10,19,171,190,0
10,20,171,190,0
10,21,5,5,1
10,22,171,190,0
10,23,171,190,0
10,24,171,190,0
10,25,171,190,0
10,26,171,190,0
10,27,171,190,0
10,28,171,190,0
10,29,17,17,1
10,30,9,9,1
11,1,3,3,1
11,2,190,209,0
11,3,190,209,0
11,4,11,11,1
11,5,190,209,0
11,6,190,209,0
11,7,7,7,1
11,8,190,209,0
11,9,190,209,0
11,10,15,15,1
11,11,190,209,0
11,12,13,13,1
11,13,190,209,0
11,14,190,209,0
11,15,190,209,0
11,16,190,209,0
11,17,190,209,0
11,18,1,1,1
11,19,190,209,0
11,20,190,209,0
11,21,5,5,1
11,22,190,209,0
11,23,190,209,0
11,24,190,209,0
11,25,190,209,0
11,26,190,209,0
11,27,190,209,0
11,28,190,209,0
11,29,17,17,1
11,30,9,9,1
12,1,3,3,1
12,2,209,228,0
12,3,209,228,0
12,4,11,11,1
12,5,209,228,0
12,6,209,228,0
12,7,7,7,1
12,8,209,228,0
12,9,209,228,0
12,10,15,15,1
12,11,209,228,0
12,12,13,13,1
12,13,209,228,0
12,14,209,228,0
12,15,209,228,0
12,16,209,228,0
12,17,209,228,0
12,18,1,1,1
12,19,209,228,0
12,20,209,228,0
12,21,5,5,1
12,22,209,228,0
12,23,209,228,0
12,24,209,228,0
12,25,209,228,0
12,26,209,228,0
12,27,209,228,0
12,28,209,228,0
12,29,17,17,1
12,30,9,9,1
13,1,3,3,1
13,2,228,247,0
13,3,228,247,0
13,4,11,11,1
13,5,228,247,0
13,6,228,247,0
13,7,7,7,1
13,8,228,247,0
13,9,228,247,0
13,10,15,15,1
13,11,228,247,0
13,12,13,13,1
13,13,228,247,0
13,14,228,247,0
13,15,228,247,0
13,16,228,247,0
13,17,228,247,0
13,18,1,1,1
13,19,228,247,0
13,20,228,247,0
13,21,5,5,1
13,22,228,247,0
13,23,228,247,0
13,24,228,247,0
13,25,228,247,0
13,26,228,247,0
13,27,228,247,0
13,28,228,247,0
