round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,28840.7755,81.0000,13.0000,9,1313.4412,0 -> 4 -> 4 -> 9 -> 9 -> 1 -> 1 -> 14 -> 14 -> 7 -> 7 -> 8 -> 8 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
2,31726.9767,240.0000,15.4000,9,1437.8393,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 5 -> 5 -> 0
3,29467.2876,274.0000,15.5333,9,1433.8844,0 -> 6 -> 6 -> 3 -> 3 -> 2 -> 2 -> 14 -> 14 -> 7 -> 7 -> 8 -> 8 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
4,29913.4067,278.0000,15.4000,9,1466.6702,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 1 -> 1 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
5,29781.7504,276.0000,15.4000,9,1465.7796,0 -> 3 -> 3 -> 2 -> 2 -> 14 -> 14 -> 15 -> 15 -> 7 -> 7 -> 8 -> 8 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
6,29772.7527,276.0000,15.4000,9,1424.8525,0 -> 3 -> 3 -> 2 -> 2 -> 14 -> 14 -> 1 -> 1 -> 5 -> 5 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
7,29655.3984,274.0000,15.5333,9,1421.5758,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 15 -> 15 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
8,29635.7022,278.0000,15.4000,9,1340.8566,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 14 -> 14 -> 5 -> 5 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
9,29687.9727,274.0000,15.5333,9,1430.3008,0 -> 3 -> 3 -> 2 -> 2 -> 14 -> 14 -> 7 -> 7 -> 15 -> 15 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
10,29538.1213,278.0000,15.4000,9,1341.3084,0 -> 3 -> 3 -> 2 -> 2 -> 14 -> 14 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
11,29681.5547,276.0000,15.4000,9,1512.3995,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
12,29808.2550,276.0000,15.4000,9,1425.8022,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 5 -> 5 -> 15 -> 15 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
13,29440.3318,276.0000,15.4000,9,1439.0190,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
14,29760.4860,276.0000,15.4000,9,1410.4689,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
15,29681.5547,276.0000,15.4000,9,1512.3995,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
16,29808.2550,276.0000,15.4000,9,1425.8022,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 5 -> 5 -> 15 -> 15 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
17,29440.3318,276.0000,15.4000,9,1439.0190,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
18,29760.4860,276.0000,15.4000,9,1410.4689,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
19,29681.5547,276.0000,15.4000,9,1512.3995,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
20,29808.2550,276.0000,15.4000,9,1425.8022,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 5 -> 5 -> 15 -> 15 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
21,29440.3318,276.0000,15.4000,9,1439.0190,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
22,29760.4860,276.0000,15.4000,9,1410.4689,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
23,29681.5547,276.0000,15.4000,9,1512.3995,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
24,29808.2550,276.0000,15.4000,9,1425.8022,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 5 -> 5 -> 15 -> 15 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
25,29440.3318,276.0000,15.4000,9,1439.0190,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
26,29760.4860,276.0000,15.4000,9,1410.4689,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
27,29681.5547,276.0000,15.4000,9,1512.3995,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
28,29808.2550,276.0000,15.4000,9,1425.8022,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 5 -> 5 -> 15 -> 15 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
29,29440.3318,276.0000,15.4000,9,1439.0190,0 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 14 -> 14 -> 1 -> 1 -> 11 -> 11 -> 10 -> 10 -> 4 -> 4 -> 0
30,29760.4860,276.0000,15.4000,9,1410.4689,0 -> 3 -> 3 -> 2 -> 2 -> 15 -> 15 -> 5 -> 5 -> 8 -> 8 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
