round,sensor_id,aoi_before,aoi_after,visited
1,1,0,19,0
1,2,0,19,0
1,3,0,7,1
1,4,0,19,0
1,5,0,17,1
1,6,0,13,1
1,7,0,19,0
1,8,0,19,0
1,9,0,1,1
1,10,0,19,0
1,11,0,19,0
1,12,0,19,0
1,13,0,19,0
1,14,0,19,0
1,15,0,19,0
1,16,0,9,1
1,17,0,19,0
1,18,0,15,1
1,19,0,19,0
1,20,0,19,0
1,21,0,19,0
1,22,0,11,1
1,23,0,19,0
1,24,0,19,0
1,25,0,5,1
1,26,0,19,0
1,27,0,19,0
1,28,0,3,1
1,29,0,19,0
1,30,0,19,0

2,1,19,38,0
2,2,19,1,1
2,3,7,26,0
2,4,19,38,0
2,5,17,17,1
2,6,13,32,0
2,7,19,15,1
2,8,19,38,0
2,9,1,20,0
2,10,19,38,0
2,11,19,38,0
2,12,19,38,0
2,13,19,5,1
2,14,19,3,1
2,15,19,13,1
2,16,9,28,0
2,17,19,38,0
2,18,15,34,0
2,19,19,38,0
2,20,19,38,0
2,21,19,38,0
2,22,11,30,0
2,23,19,38,0
2,24,19,38,0
2,25,5,24,0
2,26,19,9,1
2,27,19,11,1
2,28,3,22,0
2,29,19,38,0
2,30,19,7,1

3,1,38,57,0
3,2,1,20,0
3,3,26,45,0
3,4,38,11,1
3,5,17,36,0
3,6,32,51,0
3,7,15,34,0
3,8,38,3,1
3,9,20,39,0
3,10,38,5,1
3,11,38,57,0
3,12,38,1,1
3,13,5,24,0
3,14,3,22,0
3,15,13,32,0
3,16,28,47,0
3,17,38,7,1
3,18,34,53,0
3,19,38,17,1
3,20,38,57,0
3,21,38,13,1
3,22,30,49,0
3,23,38,15,1
3,24,38,57,0
3,25,24,43,0
3,26,9,28,0
3,27,11,30,0
3,28,22,41,0
3,29,38,9,1
3,30,7,26,0

4,1,57,5,1
4,2,20,39,0
4,3,45,64,0
4,4,11,30,0
4,5,36,55,0
4,6,51,15,1
4,7,34,53,0
4,8,3,22,0
4,9,39,58,0
4,10,5,24,0
4,11,57,13,1
4,12,1,20,0
4,13,24,43,0
4,14,22,41,0
4,15,32,51,0
4,16,47,3,1
4,17,7,26,0
4,18,53,17,1
4,19,17,36,0
4,20,57,11,1
4,21,13,32,0
4,22,49,9,1
4,23,15,34,0
4,24,57,7,1
4,25,43,62,0
4,26,28,47,0
4,27,30,49,0
4,28,41,1,1
4,29,9,28,0
4,30,26,45,0

5,1,5,24,0
5,2,39,58,0
5,3,64,5,1
5,4,30,49,0
5,5,55,1,1
5,6,15,34,0
5,7,53,7,1
5,8,22,41,0
5,9,58,17,1
5,10,24,43,0
5,11,13,32,0
5,12,20,39,0
5,13,43,13,1
5,14,41,60,0
5,15,51,9,1
5,16,3,22,0
5,17,26,45,0
5,18,17,36,0
5,19,36,55,0
5,20,11,30,0
5,21,32,51,0
5,22,9,28,0
5,23,34,53,0
5,24,7,26,0
5,25,62,3,1
5,26,47,66,0
5,27,49,11,1
5,28,1,20,0
5,29,28,47,0
5,30,45,15,1

6,1,24,43,0
6,2,58,17,1
6,3,5,24,0
6,4,49,7,1
6,5,1,20,0
6,6,34,53,0
6,7,7,26,0
6,8,41,11,1
6,9,17,36,0
6,10,43,62,0
6,11,32,51,0
6,12,39,58,0
6,13,13,32,0
6,14,60,15,1
6,15,9,28,0
6,16,22,41,0
6,17,45,64,0
6,18,36,55,0
6,19,55,1,1
6,20,30,49,0
6,21,51,5,1
6,22,28,47,0
6,23,53,3,1
6,24,26,45,0
6,25,3,22,0
6,26,66,13,1
6,27,11,30,0
6,28,20,39,0
6,29,47,9,1
6,30,15,34,0

7,1,43,11,1
7,2,17,36,0
7,3,24,43,0
7,4,7,26,0
7,5,20,39,0
7,6,53,7,1
7,7,26,45,0
7,8,11,30,0
7,9,36,55,0
7,10,62,15,1
7,11,51,3,1
7,12,58,17,1
7,13,32,51,0
7,14,15,34,0
7,15,28,47,0
7,16,41,60,0
7,17,64,13,1
7,18,55,1,1
7,19,1,20,0
7,20,49,5,1
7,21,5,24,0
7,22,47,66,0
7,23,3,22,0
7,24,45,9,1
7,25,22,41,0
7,26,13,32,0
7,27,30,49,0
7,28,39,58,0
7,29,9,28,0
7,30,34,53,0

8,1,11,30,0
8,2,36,55,0
8,3,43,15,1
8,4,26,45,0
8,5,39,58,0
8,6,7,26,0
8,7,45,9,1
8,8,30,49,0
8,9,55,1,1
8,10,15,34,0
8,11,3,22,0
8,12,17,36,0
8,13,51,5,1
8,14,34,53,0
8,15,47,66,0
8,16,60,11,1
8,17,13,32,0
8,18,1,20,0
8,19,20,39,0
8,20,5,24,0
8,21,24,43,0
8,22,66,13,1
8,23,22,41,0
8,24,9,28,0
8,25,41,60,0
8,26,32,51,0
8,27,49,7,1
8,28,58,17,1
8,29,28,47,0
8,30,53,3,1

9,1,30,49,0
9,2,55,1,1
9,3,15,34,0
9,4,45,7,1
9,5,58,17,1
9,6,26,45,0
9,7,9,28,0
9,8,49,11,1
9,9,1,20,0
9,10,34,53,0
9,11,22,41,0
9,12,36,55,0
9,13,5,24,0
9,14,53,3,1
9,15,66,13,1
9,16,11,30,0
9,17,32,51,0
9,18,20,39,0
9,19,39,58,0
9,20,24,43,0
9,21,43,62,0
9,22,13,32,0
9,23,41,60,0
9,24,28,47,0
9,25,60,15,1
9,26,51,5,1
9,27,7,26,0
9,28,17,36,0
9,29,47,9,1
9,30,3,22,0

10,1,49,5,1
10,2,1,20,0
10,3,34,53,0
10,4,7,26,0
10,5,17,36,0
10,6,45,1,1
