round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,30500.0127,81.0000,18.4000,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
2,30500.0127,162.0000,36.2600,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
3,30500.0127,162.0000,54.1200,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
4,30500.0127,162.0000,71.9800,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
5,30500.0127,162.0000,89.8400,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
6,30500.0127,162.0000,107.7000,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
7,30500.0127,162.0000,125.5600,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
8,30500.0127,162.0000,143.4200,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
9,30500.0127,162.0000,161.2800,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
10,30500.0127,162.0000,179.1400,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
11,30500.0127,162.0000,197.0000,9,529.1266,0 -> 1 -> 1 -> 133 -> 133 -> 110 -> 110 -> 141 -> 141 -> 125 -> 125 -> 119 -> 119 -> 144 -> 144 -> 149 -> 149 -> 105 -> 105 -> 0
