round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,79440.5553,25.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
2,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
3,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
4,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
5,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
6,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
7,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
8,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
9,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
10,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
11,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
12,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
13,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
14,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
15,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
16,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
17,79440.5553,90.0000,13.0000,5,1855.8806,0 -> 1 -> 1 -> 2 -> 2 -> 4 -> 4 -> 3 -> 3 -> 5 -> 5 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0 -> 0
