round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,35925.9708,81.0000,13.0000,9,1862.3953,0 -> 12 -> 12 -> 2 -> 2 -> 9 -> 9 -> 8 -> 8 -> 13 -> 13 -> 11 -> 11 -> 15 -> 15 -> 4 -> 4 -> 10 -> 10 -> 0
2,135026.1622,240.0003,15.4000,9,4119.2867,0 -> 2 -> 2 -> 3 -> 3 -> 9 -> 9 -> 14 -> 14 -> 5 -> 5 -> 7 -> 7 -> 12 -> 12 -> 1 -> 1 -> 6 -> 6 -> 0
3,123289.3765,276.0000,15.4000,9,3427.4028,0 -> 11 -> 11 -> 3 -> 3 -> 13 -> 13 -> 8 -> 8 -> 4 -> 4 -> 2 -> 2 -> 15 -> 15 -> 10 -> 10 -> 9 -> 9 -> 0
4,131046.3465,276.0002,15.4000,9,4187.7318,0 -> 7 -> 7 -> 6 -> 6 -> 14 -> 14 -> 13 -> 13 -> 3 -> 3 -> 12 -> 12 -> 11 -> 11 -> 5 -> 5 -> 1 -> 1 -> 0
5,115095.0750,276.0003,15.4000,9,4034.0457,0 -> 7 -> 7 -> 10 -> 10 -> 15 -> 15 -> 8 -> 8 -> 14 -> 14 -> 2 -> 2 -> 9 -> 9 -> 6 -> 6 -> 4 -> 4 -> 0
6,120647.4884,276.0000,15.4000,9,3650.1627,0 -> 1 -> 1 -> 13 -> 13 -> 3 -> 3 -> 15 -> 15 -> 7 -> 7 -> 5 -> 5 -> 11 -> 11 -> 10 -> 10 -> 12 -> 12 -> 0
7,135457.6723,276.0003,15.4000,9,4108.0646,0 -> 8 -> 8 -> 2 -> 2 -> 6 -> 6 -> 14 -> 14 -> 9 -> 9 -> 3 -> 3 -> 13 -> 13 -> 4 -> 4 -> 1 -> 1 -> 0
8,132180.2981,276.0000,15.4000,9,4006.2692,0 -> 8 -> 8 -> 15 -> 15 -> 12 -> 12 -> 6 -> 6 -> 5 -> 5 -> 11 -> 11 -> 7 -> 7 -> 2 -> 2 -> 10 -> 10 -> 0
9,134201.1849,276.0001,15.4000,9,4280.6834,0 -> 3 -> 3 -> 15 -> 15 -> 13 -> 13 -> 12 -> 12 -> 8 -> 8 -> 9 -> 9 -> 14 -> 14 -> 1 -> 1 -> 4 -> 4 -> 0
10,123391.2021,276.0005,15.4000,9,3760.5249,0 -> 7 -> 7 -> 13 -> 13 -> 2 -> 2 -> 15 -> 15 -> 6 -> 6 -> 11 -> 11 -> 5 -> 5 -> 3 -> 3 -> 10 -> 10 -> 0
