round,sensor_id,aoi_before,aoi_after,visited
1,1,0,19,0
1,2,0,7,1
1,3,0,5,1
1,4,0,11,1
1,5,0,17,1
1,6,0,13,1
1,7,0,19,0
1,8,0,9,1
1,9,0,19,0
1,10,0,19,0
1,11,0,19,0
1,12,0,3,1
1,13,0,19,0
1,14,0,15,1
1,15,0,1,1
2,1,19,7,1
2,2,7,26,0
2,3,5,24,0
2,4,11,30,0
2,5,17,17,1
2,6,13,13,1
2,7,19,9,1
2,8,9,28,0
2,9,19,15,1
2,10,19,11,1
2,11,19,3,1
2,12,3,22,0
2,13,19,1,1
2,14,15,5,1
2,15,1,20,0
3,1,7,26,0
3,2,26,5,1
3,3,24,7,1
3,4,30,11,1
3,5,17,1,1
3,6,13,15,1
3,7,9,28,0
3,8,28,3,1
3,9,15,9,1
3,10,11,30,0
3,11,3,22,0
3,12,22,13,1
3,13,1,20,0
3,14,5,24,0
3,15,20,17,1
4,1,26,17,1
4,2,5,24,0
4,3,7,26,0
4,4,11,30,0
4,5,1,20,0
4,6,15,3,1
4,7,28,13,1
4,8,3,22,0
4,9,9,28,0
4,10,30,5,1
4,11,22,1,1
4,12,13,7,1
4,13,20,15,1
4,14,24,9,1
4,15,17,11,1
5,1,17,5,1
5,2,24,11,1
5,3,26,15,1
5,4,30,17,1
5,5,20,1,1
5,6,3,22,0
5,7,13,7,1
5,8,22,3,1
5,9,28,13,1
5,10,5,24,0
5,11,1,20,0
5,12,7,26,0
5,13,15,9,1
5,14,9,28,0
5,15,11,30,0
6,1,5,24,0
6,2,11,30,0
6,3,15,5,1
6,4,17,9,1
6,5,1,20,0
6,6,22,11,1
6,7,7,26,0
6,8,3,22,0
6,9,13,3,1
6,10,24,7,1
6,11,20,1,1
6,12,26,17,1
6,13,9,28,0
6,14,28,13,1
6,15,30,15,1
7,1,24,9,1
7,2,30,17,1
7,3,5,24,0
7,4,9,28,0
7,5,20,15,1
7,6,11,30,0
7,7,26,7,1
7,8,22,3,1
7,9,3,22,0
7,10,7,26,0
7,11,1,20,0
7,12,17,11,1
7,13,28,13,1
7,14,13,1,1
7,15,15,5,1
8,1,9,28,0
8,2,17,15,1
8,3,24,11,1
8,4,28,1,1
8,5,15,9,1
8,6,30,7,1
8,7,7,26,0
8,8,3,22,0
8,9,22,5,1
8,10,26,3,1
8,11,20,13,1
8,12,11,30,0
8,13,13,17,1
8,14,1,20,0
8,15,5,24,0
9,1,28,9,1
9,2,15,7,1
9,3,11,30,0
9,4,1,20,0
9,5,9,28,0
9,6,7,26,0
9,7,26,1,1
9,8,22,5,1
9,9,5,24,0
9,10,3,22,0
9,11,13,15,1
9,12,30,17,1
9,13,17,13,1
9,14,20,3,1
9,15,24,11,1
10,1,9,28,0
10,2,7,26,0
10,3,30,1,1
10,4,20,9,1
10,5,28,15,1
10,6,26,7,1
10,7,1,20,0
10,8,5,24,0
10,9,24,11,1
10,10,22,5,1
10,11,15,3,1
10,12,17,13,1
10,13,13,17,1
10,14,3,22,0
10,15,11,30,0
11,1,28,3,1
11,2,26,1,1
11,3,1,20,0
11,4,9,28,0
11,5,15,9,1
11,6,7,26,0
11,7,20,13,1
11,8,24,5,1
11,9,11,30,0
11,10,5,24,0
11,11,3,22,0
11,12,13,11,1
11,13,17,15,1
11,14,22,17,1
11,15,30,7,1
12,1,3,22,0
12,2,1,20,0
12,3,20,5,1
12,4,28,13,1
12,5,9,28,0
12,6,26,3,1
12,7,13,7,1
12,8,5,24,0
12,9,30,1,1
12,10,24,15,1
12,11,22,9,1
12,12,11,30,0
12,13,15,17,1
12,14,17,11,1
12,15,7,26,0
13,1,22,7,1
13,2,20,11,1
13,3,5,24,0
13,4,13,1,1
13,5,28,3,1
13,6,3,22,0
13,7,7,26,0
13,8,24,5,1
13,9,1,20,0
13,10,15,13,1
13,11,9,28,0
13,12,30,17,1
13,13,17,9,1
13,14,11,30,0
13,15,26,15,1
14,1,7,26,0
14,2,11,30,0
14,3,24,5,1
14,4,1,20,0
14,5,3,22,0
14,6,22,7,1
14,7,26,15,1
14,8,5,24,0
14,9,20,3,1
14,10,13,17,1
14,11,28,11,1
14,12,17,13,1
14,13,9,28,0
14,14,30,1,1
14,15,15,9,1
15,1,26,13,1
15,2,30,11,1
15,3,5,24,0
15,4,20,7,1
15,5,22,17,1
15,6,7,26,0
15,7,15,15,1
15,8,24,9,1
15,9,3,22,0
15,10,17,5,1
15,11,11,30,0
15,12,13,1,1
15,13,28,3,1
15,14,1,20,0
15,15,9,28,0
16,1,13,5,1
16,2,11,30,0
16,3,24,11,1
16,4,7,26,0
16,5,17,7,1
16,6,26,1,1
16,7,15,9,1
16,8,9,28,0
16,9,22,15,1
16,10,5,24,0
16,11,30,17,1
16,12,1,20,0
16,13,3,22,0
16,14,20,13,1
16,15,28,3,1
17,1,5,24,0
17,2,30,11,1
17,3,11,30,0
17,4,26,15,1
17,5,7,26,0
17,6,1,20,0
17,7,9,28,0
17,8,28,13,1
17,9,15,5,1
17,10,24,17,1
17,11,17,1,1
17,12,20,9,1
17,13,22,7,1
17,14,13,3,1
17,15,3,22,0
18,1,24,9,1
18,2,11,30,0
18,3,30,13,1
18,4,15,3,1
18,5,26,5,1
18,6,20,17,1
18,7,28,11,1
18,8,13,1,1
18,9,5,24,0
18,10,17,15,1
18,11,1,20,0
18,12,9,28,0
18,13,7,26,0
18,14,3,22,0
18,15,22,7,1
19,1,9,28,0
19,2,30,17,1
19,3,13,5,1
19,4,3,22,0
19,5,5,24,0
19,6,17,3,1
19,7,11,30,0
19,8,1,20,0
19,9,24,13,1
19,10,15,7,1
19,11,20,1,1
19,12,28,9,1
19,13,26,15,1
19,14,22,11,1
19,15,7,26,0
20,1,28,15,1
20,2,17,3,1
20,3,5,24,0
20,4,22,1,1
20,5,24,13,1
20,6,3,22,0
20,7,30,5,1
20,8,20,17,1
20,9,13,7,1
20,10,7,26,0
20,11,1,20,0
20,12,9,28,0
20,13,15,9,1
20,14,11,30,0
20,15,26,11,1
21,1,15,11,1
21,2,3,22,0
21,3,24,15,1
21,4,1,20,0
21,5,13,7,1
21,6,22,1,1
21,7,5,24,0
21,8,17,3,1
21,9,7,26,0
21,10,26,13,1
21,11,20,5,1
21,12,28,17,1
21,13,9,28,0
21,14,30,9,1
21,15,11,30,0
22,1,11,30,0
22,2,22,1,1
22,3,15,7,1
22,4,20,5,1
22,5,7,26,0
22,6,1,20,0
22,7,24,15,1
22,8,3,22,0
22,9,26,11,1
22,10,13,3,1
22,11,5,24,0
22,12,17,13,1
22,13,28,17,1
22,14,9,28,0
22,15,30,9,1
23,1,30,15,1
23,2,1,20,0
23,3,7,26,0
23,4,5,24,0
23,5,26,9,1
23,6,20,5,1
23,7,15,13,1
23,8,22,1,1
23,9,11,30,0
23,10,3,22,0
23,11,24,3,1
23,12,13,17,1
23,13,17,7,1
23,14,28,11,1
23,15,9,28,0
24,1,15,5,1
24,2,20,15,1
24,3,26,17,1
24,4,24,13,1
24,5,9,28,0
24,6,5,24,0
24,7,13,11,1
24,8,1,20,0
24,9,30,9,1
24,10,22,3,1
24,11,3,22,0
24,12,17,1,1
24,13,7,26,0
24,14,11,30,0
24,15,28,7,1
25,1,5,24,0
25,2,15,7,1
25,3,17,11,1
25,4,13,5,1
25,5,28,17,1
25,6,24,15,1
25,7,11,30,0
25,8,20,9,1
25,9,9,28,0
25,10,3,22,0
25,11,22,13,1
25,12,1,20,0
25,13,26,3,1
25,14,30,1,1
25,15,7,26,0
26,1,24,7,1
26,2,7,26,0
26,3,11,30,0
26,4,5,24,0
26,5,17,1,1
26,6,15,13,1
26,7,30,17,1
26,8,9,28,0
26,9,28,15,1
26,10,22,9,1
26,11,13,3,1
26,12,20,5,1
26,13,3,22,0
26,14,1,20,0
26,15,26,11,1
27,1,7,26,0
27,2,26,3,1
27,3,30,1,1
27,4,24,7,1
27,5,1,20,0
27,6,13,15,1
27,7,17,11,1
27,8,28,5,1
27,9,15,9,1
27,10,9,28,0
27,11,3,22,0
27,12,5,24,0
27,13,22,17,1
27,14,20,13,1
27,15,11,30,0
28,1,26,15,1
28,2,3,22,0
28,3,1,20,0
28,4,7,3,1
28,5,20,5,1
28,6,15,34,0
28,7,11,30,0
28,8,5,24,0
28,9,9,1,1
28,10,28,7,1
28,11,22,13,1
28,12,24,17,1
28,13,17,11,1
28,14,13,32,0
28,15,30,9,1
29,1,15,11,1
29,2,22,7,1
29,3,20,9,1
29,4,3,22,0
29,5,5,24,0
29,6,34,17,1
29,7,30,5,1
29,8,24,13,1
29,9,1,20,0
29,10,7,26,0
29,11,13,1,1
29,12,17,3,1
29,13,11,30,0
29,14,32,15,1
29,15,9,28,0
30,1,11,30,0
30,2,7,26,0
30,3,9,28,0
30,4,22,11,1
30,5,24,5,1
30,6,17,9,1
30,7,5,24,0
30,8,13,7,1
30,9,20,3,1
30,10,26,13,1
30,11,1,20,0
30,12,3,22,0
30,13,30,17,1
30,14,15,1,1
30,15,28,15,1
