round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,28910.6538,81.0000,13.0000,9,1338.3968,0 -> 4 -> 4 -> 9 -> 9 -> 7 -> 7 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
2,31726.0941,240.0000,15.4000,9,1465.0546,0 -> 4 -> 4 -> 12 -> 12 -> 10 -> 10 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
3,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
4,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
5,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
6,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
7,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
8,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
9,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
10,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
11,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
12,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
13,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
14,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
15,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
16,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
17,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
18,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
19,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
20,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
21,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
22,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
23,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
24,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
25,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
26,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
27,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
28,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
29,29556.5680,276.0000,15.4000,9,1370.2895,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 8 -> 8 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 3 -> 3 -> 6 -> 6 -> 0
30,31703.6232,276.0000,15.4000,9,1433.8147,0 -> 4 -> 4 -> 10 -> 10 -> 12 -> 12 -> 11 -> 11 -> 13 -> 13 -> 9 -> 9 -> 1 -> 1 -> 15 -> 15 -> 7 -> 7 -> 0
