round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,33451.9451,81.0000,18.4000,9,763.9298,0 -> 62 -> 62 -> 73 -> 73 -> 127 -> 127 -> 36 -> 36 -> 40 -> 40 -> 6 -> 6 -> 84 -> 84 -> 118 -> 118 -> 114 -> 114 -> 0
2,37479.8919,252.0000,35.6600,9,948.9385,0 -> 117 -> 117 -> 136 -> 136 -> 14 -> 14 -> 3 -> 3 -> 33 -> 33 -> 76 -> 76 -> 80 -> 80 -> 55 -> 55 -> 63 -> 63 -> 0
3,48053.6443,423.0000,51.7800,9,1370.7322,0 -> 18 -> 18 -> 66 -> 66 -> 149 -> 149 -> 141 -> 141 -> 60 -> 60 -> 105 -> 105 -> 109 -> 109 -> 116 -> 116 -> 13 -> 13 -> 0
4,54108.0592,594.0000,66.7600,9,1425.6094,0 -> 146 -> 146 -> 122 -> 122 -> 111 -> 111 -> 57 -> 57 -> 71 -> 71 -> 5 -> 5 -> 142 -> 142 -> 38 -> 38 -> 25 -> 25 -> 0
5,55106.4921,765.0000,80.6000,9,1352.4607,0 -> 124 -> 124 -> 128 -> 128 -> 139 -> 139 -> 29 -> 29 -> 15 -> 15 -> 110 -> 110 -> 140 -> 140 -> 89 -> 89 -> 86 -> 86 -> 0
6,95962.9424,936.0000,93.3000,9,1957.8485,0 -> 54 -> 54 -> 87 -> 87 -> 72 -> 72 -> 27 -> 27 -> 100 -> 100 -> 10 -> 10 -> 35 -> 35 -> 99 -> 99 -> 132 -> 132 -> 0
7,139418.8388,1107.0000,104.8600,9,2099.3254,0 -> 133 -> 133 -> 26 -> 26 -> 91 -> 91 -> 97 -> 97 -> 23 -> 23 -> 129 -> 129 -> 67 -> 67 -> 115 -> 115 -> 143 -> 143 -> 0
8,101720.1577,1278.0000,115.2800,9,1826.6225,0 -> 90 -> 90 -> 61 -> 61 -> 94 -> 94 -> 112 -> 112 -> 69 -> 69 -> 120 -> 120 -> 4 -> 4 -> 21 -> 21 -> 43 -> 43 -> 0
9,139109.2268,1449.0000,124.5600,9,2366.7641,0 -> 107 -> 107 -> 108 -> 108 -> 106 -> 106 -> 70 -> 70 -> 44 -> 44 -> 22 -> 22 -> 56 -> 56 -> 98 -> 98 -> 135 -> 135 -> 0
10,101926.8620,1620.0000,132.7000,9,2127.2595,0 -> 45 -> 45 -> 95 -> 95 -> 39 -> 39 -> 85 -> 85 -> 1 -> 1 -> 11 -> 11 -> 64 -> 64 -> 101 -> 101 -> 125 -> 125 -> 0
