round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,62221.9543,81.0000,18.1000,9,958.9592,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 0
2,61493.6650,222.0000,34.7900,9,824.0369,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 11 -> 11 -> 83 -> 83 -> 44 -> 44 -> 55 -> 55 -> 0
3,61658.3951,328.0000,50.4200,9,1037.6066,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 54 -> 54 -> 12 -> 12 -> 28 -> 28 -> 32 -> 32 -> 63 -> 63 -> 19 -> 19 -> 0
4,61615.9177,348.0000,65.8500,9,943.8628,0 -> 3 -> 3 -> 78 -> 78 -> 7 -> 7 -> 56 -> 56 -> 37 -> 37 -> 83 -> 83 -> 11 -> 11 -> 74 -> 74 -> 1 -> 1 -> 0
5,68171.7711,709.0000,77.6700,9,1651.8421,0 -> 95 -> 95 -> 19 -> 19 -> 25 -> 25 -> 48 -> 48 -> 30 -> 30 -> 92 -> 92 -> 51 -> 51 -> 77 -> 77 -> 57 -> 57 -> 0
6,65352.9279,688.0000,89.7000,9,1312.0080,0 -> 3 -> 3 -> 78 -> 78 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 38 -> 38 -> 2 -> 2 -> 8 -> 8 -> 0
7,66793.6454,840.0000,100.2100,9,1506.6543,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 44 -> 44 -> 55 -> 55 -> 99 -> 99 -> 49 -> 49 -> 97 -> 97 -> 40 -> 40 -> 0
8,60290.4462,676.0000,112.3600,9,1137.1883,0 -> 83 -> 83 -> 11 -> 11 -> 63 -> 63 -> 32 -> 32 -> 28 -> 28 -> 95 -> 95 -> 19 -> 19 -> 1 -> 1 -> 74 -> 74 -> 0
9,66795.6152,617.0000,125.1000,9,1417.5900,0 -> 3 -> 3 -> 78 -> 78 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 38 -> 38 -> 2 -> 2 -> 41 -> 41 -> 0
10,74800.3609,956.0000,134.4500,9,1829.2528,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 42 -> 42 -> 76 -> 76 -> 89 -> 89 -> 9 -> 9 -> 0
11,64718.8647,741.0000,145.9500,9,1408.2960,0 -> 83 -> 83 -> 11 -> 11 -> 44 -> 44 -> 55 -> 55 -> 63 -> 63 -> 32 -> 32 -> 25 -> 25 -> 48 -> 48 -> 30 -> 30 -> 0
12,71453.4955,759.0000,157.2700,9,1587.2476,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 67 -> 67 -> 20 -> 20 -> 0
13,79051.3471,1947.0000,156.7100,9,1811.9536,0 -> 84 -> 84 -> 57 -> 57 -> 77 -> 77 -> 47 -> 47 -> 16 -> 16 -> 80 -> 80 -> 22 -> 22 -> 6 -> 6 -> 24 -> 24 -> 0
14,61290.7950,645.0000,169.1700,9,1072.2198,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 28 -> 28 -> 95 -> 95 -> 19 -> 19 -> 1 -> 1 -> 0
15,66836.9198,1028.0000,177.8000,9,1532.4083,0 -> 83 -> 83 -> 11 -> 11 -> 44 -> 44 -> 55 -> 55 -> 74 -> 74 -> 99 -> 99 -> 49 -> 49 -> 97 -> 97 -> 40 -> 40 -> 0
16,89159.3670,2646.0000,170.2500,9,2350.0614,0 -> 50 -> 50 -> 18 -> 18 -> 33 -> 33 -> 27 -> 27 -> 71 -> 71 -> 69 -> 69 -> 36 -> 36 -> 66 -> 66 -> 91 -> 91 -> 0
17,62221.9543,782.0000,181.3400,9,958.9592,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 0
18,87057.2485,2988.0000,170.3700,9,2179.7452,0 -> 31 -> 31 -> 87 -> 87 -> 43 -> 43 -> 65 -> 65 -> 5 -> 5 -> 52 -> 52 -> 73 -> 73 -> 100 -> 100 -> 35 -> 35 -> 0
19,96570.3511,2981.0000,159.4700,9,2456.5290,0 -> 92 -> 92 -> 51 -> 51 -> 4 -> 4 -> 45 -> 45 -> 82 -> 82 -> 94 -> 94 -> 86 -> 86 -> 70 -> 70 -> 88 -> 88 -> 0
20,61524.8448,770.0000,170.6800,9,881.7026,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 11 -> 11 -> 83 -> 83 -> 44 -> 44 -> 63 -> 63 -> 0
21,72398.2598,1529.0000,174.3000,9,1716.6507,0 -> 38 -> 38 -> 2 -> 2 -> 8 -> 8 -> 41 -> 41 -> 50 -> 50 -> 18 -> 18 -> 33 -> 33 -> 24 -> 24 -> 22 -> 22 -> 0
22,78196.8097,2069.0000,172.5200,9,2290.9536,0 -> 32 -> 32 -> 28 -> 28 -> 95 -> 95 -> 19 -> 19 -> 25 -> 25 -> 48 -> 48 -> 30 -> 30 -> 15 -> 15 -> 85 -> 85 -> 0
23,91725.7506,2185.0000,169.5800,9,2680.2512,0 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 38 -> 38 -> 93 -> 93 -> 68 -> 68 -> 39 -> 39 -> 81 -> 81 -> 0
24,62174.6439,1086.0000,177.6300,9,1094.2427,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 55 -> 55 -> 1 -> 1 -> 74 -> 74 -> 99 -> 99 -> 0
25,96178.9701,3157.0000,164.9700,9,2696.9861,0 -> 17 -> 17 -> 9 -> 9 -> 89 -> 89 -> 40 -> 40 -> 76 -> 76 -> 42 -> 42 -> 61 -> 61 -> 13 -> 13 -> 75 -> 75 -> 0
26,68277.6592,1352.0000,170.3600,9,1555.7186,0 -> 83 -> 83 -> 11 -> 11 -> 44 -> 44 -> 63 -> 63 -> 32 -> 32 -> 28 -> 28 -> 77 -> 77 -> 57 -> 57 -> 84 -> 84 -> 0
27,71453.4955,1018.0000,179.0900,9,1587.2476,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 67 -> 67 -> 20 -> 20 -> 0
28,121191.7823,4136.0000,156.6400,9,3043.0325,0 -> 49 -> 49 -> 97 -> 97 -> 29 -> 29 -> 58 -> 58 -> 96 -> 96 -> 23 -> 23 -> 26 -> 26 -> 90 -> 90 -> 34 -> 34 -> 0
29,118473.3201,4151.0000,134.0400,9,3028.0931,0 -> 62 -> 62 -> 60 -> 60 -> 14 -> 14 -> 72 -> 72 -> 59 -> 59 -> 46 -> 46 -> 79 -> 79 -> 88 -> 88 -> 70 -> 70 -> 0
30,62221.9543,676.0000,146.1900,9,958.9592,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 0
