round,sensor_id,aoi_before,aoi_after,visited
1,1,0,19,0
1,2,0,15,1
1,3,0,13,1
1,4,0,19,0
1,5,0,17,1
1,6,0,19,0
1,7,0,11,1
1,8,0,19,0
1,9,0,1,1
1,10,0,19,0
1,11,0,19,0
1,12,0,5,1
1,13,0,7,1
1,14,0,19,0
1,15,0,9,1
1,16,0,19,0
1,17,0,19,0
1,18,0,19,0
1,19,0,3,1
1,20,0,19,0
2,1,19,38,0
2,2,15,34,0
2,3,13,32,0
2,4,19,5,1
2,5,17,17,1
2,6,19,15,1
2,7,11,30,0
2,8,19,11,1
2,9,1,20,0
2,10,19,7,1
2,11,19,38,0
2,12,5,24,0
2,13,7,26,0
2,14,19,3,1
2,15,9,28,0
2,16,19,13,1
2,17,19,9,1
2,18,19,1,1
2,19,3,22,0
2,20,19,38,0
3,1,38,5,1
3,2,34,17,1
3,3,32,15,1
3,4,5,24,0
3,5,17,36,0
3,6,15,34,0
3,7,30,9,1
3,8,11,30,0
3,9,20,39,0
3,10,7,26,0
3,11,38,13,1
3,12,24,43,0
3,13,26,3,1
3,14,3,22,0
3,15,28,7,1
3,16,13,32,0
3,17,9,28,0
3,18,1,20,0
3,19,22,1,1
3,20,38,11,1
4,1,5,24,0
4,2,17,36,0
4,3,15,34,0
4,4,24,43,0
4,5,36,1,1
4,6,34,3,1
4,7,9,28,0
4,8,30,9,1
4,9,39,17,1
4,10,26,11,1
4,11,13,32,0
4,12,43,15,1
4,13,3,22,0
4,14,22,7,1
4,15,7,26,0
4,16,32,5,1
4,17,28,13,1
4,18,20,39,0
4,19,1,20,0
4,20,11,30,0
5,1,24,43,0
5,2,36,17,1
5,3,34,7,1
5,4,43,11,1
5,5,1,20,0
5,6,3,22,0
5,7,28,15,1
5,8,9,28,0
5,9,17,36,0
5,10,11,30,0
5,11,32,3,1
5,12,15,34,0
5,13,22,13,1
5,14,7,26,0
5,15,26,9,1
5,16,5,24,0
5,17,13,32,0
5,18,39,1,1
5,19,20,39,0
5,20,30,5,1
6,1,43,9,1
6,2,17,36,0
6,3,7,26,0
6,4,11,30,0
6,5,20,39,0
6,6,22,41,0
6,7,15,34,0
6,8,28,15,1
6,9,36,1,1
6,10,30,13,1
6,11,3,22,0
6,12,34,3,1
6,13,13,32,0
6,14,26,7,1
6,15,9,28,0
6,16,24,5,1
6,17,32,11,1
6,18,1,20,0
6,19,39,17,1
6,20,5,24,0
7,1,9,28,0
7,2,36,17,1
7,3,26,7,1
7,4,30,11,1
7,5,39,1,1
7,6,41,5,1
7,7,34,15,1
7,8,15,34,0
7,9,1,20,0
7,10,13,32,0
7,11,22,3,1
7,12,3,22,0
7,13,32,13,1
7,14,7,26,0
7,15,28,9,1
7,16,5,24,0
7,17,11,30,0
7,18,20,39,0
7,19,17,36,0
7,20,24,43,0
8,1,28,9,1
8,2,17,36,0
8,3,7,26,0
8,4,11,30,0
8,5,1,20,0
8,6,5,24,0
8,7,15,34,0
8,8,34,15,1
8,9,20,39,0
8,10,32,13,1
8,11,3,22,0
8,12,22,41,0
8,13,13,32,0
8,14,26,7,1
8,15,9,28,0
8,16,24,5,1
8,17,30,11,1
8,18,39,1,1
8,19,36,17,1
8,20,43,3,1
9,1,9,28,0
9,2,36,17,1
9,3,26,13,1
9,4,30,5,1
9,5,20,39,0
9,6,24,15,1
9,7,34,11,1
9,8,15,34,0
9,9,39,1,1
9,10,13,32,0
9,11,22,41,0
9,12,41,3,1
9,13,32,7,1
9,14,7,26,0
9,15,28,9,1
9,16,5,24,0
9,17,11,30,0
9,18,1,20,0
9,19,17,36,0
9,20,3,22,0
10,1,28,9,1
10,2,17,36,0
10,3,13,32,0
10,4,5,24,0
10,5,39,1,1
10,6,15,34,0
10,7,11,30,0
10,8,34,15,1
10,9,1,20,0
10,10,32,13,1
10,11,41,3,1
10,12,3,22,0
10,13,7,26,0
10,14,26,7,1
10,15,9,28,0
10,16,24,5,1
10,17,30,11,1
10,18,20,39,0
10,19,36,17,1
10,20,22,41,0
11,1,9,28,0
11,2,36,17,1
11,3,32,7,1
11,4,24,43,0
11,5,1,20,0
11,6,34,5,1
11,7,30,9,1
11,8,15,34,0
11,9,20,39,0
11,10,13,32,0
11,11,3,22,0
11,12,22,15,1
11,13,26,13,1
11,14,7,26,0
11,15,28,11,1
11,16,5,24,0
11,17,11,30,0
11,18,39,1,1
11,19,17,36,0
11,20,41,3,1
12,1,28,9,1
12,2,17,36,0
12,3,7,26,0
12,4,43,3,1
12,5,20,39,0
12,6,5,24,0
12,7,9,28,0
12,8,34,11,1
12,9,39,1,1
12,10,32,5,1
12,11,22,41,0
12,12,15,34,0
12,13,13,32,0
12,14,26,13,1
12,15,11,30,0
12,16,24,15,1
12,17,30,7,1
12,18,1,20,0
12,19,36,17,1
12,20,3,22,0
13,1,9,28,0
13,2,36,17,1
13,3,26,7,1
13,4,3,22,0
13,5,39,1,1
13,6,24,5,1
13,7,28,9,1
13,8,11,30,0
13,9,1,20,0
13,10,5,24,0
13,11,41,3,1
13,12,34,15,1
13,13,32,13,1
13,14,13,32,0
13,15,30,11,1
13,16,15,34,0
13,17,7,26,0
13,18,20,39,0
13,19,17,36,0
13,20,22,41,0
14,1,28,7,1
14,2,17,36,0
14,3,7,26,0
14,4,22,3,1
14,5,1,20,0
14,6,5,24,0
14,7,9,28,0
14,8,30,9,1
14,9,20,39,0
14,10,24,43,0
14,11,3,22,0
14,12,15,34,0
14,13,13,32,0
14,14,32,11,1
14,15,11,30,0
14,16,34,13,1
14,17,26,5,1
14,18,39,17,1
14,19,36,1,1
14,20,41,15,1
15,1,7,26,0
15,2,36,17,1
15,3,26,13,1
15,4,3,22,0
15,5,20,39,0
15,6,24,15,1
15,7,28,11,1
15,8,9,28,0
15,9,39,1,1
15,10,43,5,1
15,11,22,41,0
15,12,34,3,1
15,13,32,7,1
15,14,11,30,0
15,15,30,9,1
15,16,13,32,0
15,17,5,24,0
15,18,17,36,0
15,19,1,20,0
15,20,15,34,0
16,1,26,9,1
16,2,17,36,0
16,3,13,32,0
16,4,22,41,0
16,5,39,1,1
16,6,15,34,0
16,7,11,30,0
16,8,28,13,1
16,9,1,20,0
16,10,5,24,0
16,11,41,3,1
16,12,3,22,0
