round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,27831.3521,81.0000,14.5000,9,981.5913,0 -> 17 -> 17 -> 14 -> 14 -> 5 -> 5 -> 3 -> 3 -> 2 -> 2 -> 8 -> 8 -> 7 -> 7 -> 10 -> 10 -> 6 -> 6 -> 0
2,27939.4485,250.0000,20.5500,9,1050.7889,0 -> 15 -> 15 -> 12 -> 12 -> 13 -> 13 -> 4 -> 4 -> 16 -> 16 -> 19 -> 19 -> 18 -> 18 -> 20 -> 20 -> 17 -> 17 -> 0
3,28394.2587,369.0000,20.6500,9,1030.7974,0 -> 2 -> 2 -> 14 -> 14 -> 5 -> 5 -> 11 -> 11 -> 8 -> 8 -> 1 -> 1 -> 3 -> 3 -> 9 -> 9 -> 7 -> 7 -> 0
4,27987.4412,371.0000,20.6500,9,1080.6826,0 -> 6 -> 6 -> 18 -> 18 -> 19 -> 19 -> 4 -> 4 -> 13 -> 13 -> 12 -> 12 -> 16 -> 16 -> 10 -> 10 -> 15 -> 15 -> 0
5,28205.9587,371.0000,20.6500,9,1071.3195,0 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 8 -> 8 -> 11 -> 11 -> 20 -> 20 -> 1 -> 1 -> 3 -> 3 -> 17 -> 17 -> 0
6,28159.2667,369.0000,20.7500,9,1061.9606,0 -> 10 -> 10 -> 7 -> 7 -> 4 -> 4 -> 19 -> 19 -> 18 -> 18 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
7,28108.4966,371.0000,20.7500,9,1002.6111,0 -> 8 -> 8 -> 2 -> 2 -> 14 -> 14 -> 5 -> 5 -> 15 -> 15 -> 20 -> 20 -> 11 -> 11 -> 3 -> 3 -> 16 -> 16 -> 0
8,28217.7850,373.0000,20.6500,9,1014.1019,0 -> 17 -> 17 -> 4 -> 4 -> 13 -> 13 -> 9 -> 9 -> 10 -> 10 -> 1 -> 1 -> 19 -> 19 -> 18 -> 18 -> 7 -> 7 -> 0
9,27933.9375,371.0000,20.6500,9,1077.3669,0 -> 6 -> 6 -> 12 -> 12 -> 20 -> 20 -> 11 -> 11 -> 8 -> 8 -> 2 -> 2 -> 14 -> 14 -> 5 -> 5 -> 15 -> 15 -> 0
10,28176.7366,371.0000,20.6500,9,1090.6253,0 -> 17 -> 17 -> 4 -> 4 -> 13 -> 13 -> 9 -> 9 -> 10 -> 10 -> 16 -> 16 -> 19 -> 19 -> 1 -> 1 -> 3 -> 3 -> 0
11,28160.2772,371.0000,20.6500,9,1016.0710,0 -> 2 -> 2 -> 8 -> 8 -> 11 -> 11 -> 20 -> 20 -> 14 -> 14 -> 12 -> 12 -> 7 -> 7 -> 18 -> 18 -> 6 -> 6 -> 0
12,27947.5794,371.0000,20.6500,9,1017.0191,0 -> 15 -> 15 -> 19 -> 19 -> 4 -> 4 -> 13 -> 13 -> 9 -> 9 -> 10 -> 10 -> 16 -> 16 -> 5 -> 5 -> 17 -> 17 -> 0
13,28284.2144,371.0000,20.6500,9,1087.1491,0 -> 7 -> 7 -> 12 -> 12 -> 2 -> 2 -> 14 -> 14 -> 8 -> 8 -> 1 -> 1 -> 20 -> 20 -> 11 -> 11 -> 3 -> 3 -> 0
14,27888.7838,371.0000,20.6500,9,1050.1225,0 -> 6 -> 6 -> 18 -> 18 -> 19 -> 19 -> 16 -> 16 -> 10 -> 10 -> 9 -> 9 -> 13 -> 13 -> 4 -> 4 -> 15 -> 15 -> 0
15,28070.5035,371.0000,20.6500,9,1061.8896,0 -> 17 -> 17 -> 5 -> 5 -> 14 -> 14 -> 2 -> 2 -> 8 -> 8 -> 1 -> 1 -> 20 -> 20 -> 12 -> 12 -> 7 -> 7 -> 0
16,28280.5664,371.0000,20.6500,9,973.5065,0 -> 6 -> 6 -> 13 -> 13 -> 11 -> 11 -> 19 -> 19 -> 18 -> 18 -> 3 -> 3 -> 9 -> 9 -> 10 -> 10 -> 16 -> 16 -> 0
17,28054.4265,371.0000,20.6500,9,1045.8645,0 -> 17 -> 17 -> 5 -> 5 -> 1 -> 1 -> 8 -> 8 -> 4 -> 4 -> 2 -> 2 -> 14 -> 14 -> 20 -> 20 -> 15 -> 15 -> 0
18,28167.5585,371.0000,20.6500,9,1089.4978,0 -> 3 -> 3 -> 7 -> 7 -> 12 -> 12 -> 13 -> 13 -> 9 -> 9 -> 18 -> 18 -> 19 -> 19 -> 11 -> 11 -> 6 -> 6 -> 0
19,28191.3899,369.0000,20.7500,9,1095.7506,0 -> 2 -> 2 -> 5 -> 5 -> 4 -> 4 -> 8 -> 8 -> 1 -> 1 -> 20 -> 20 -> 16 -> 16 -> 10 -> 10 -> 17 -> 17 -> 0
20,28105.1340,373.0000,20.6500,9,950.4537,0 -> 15 -> 15 -> 19 -> 19 -> 18 -> 18 -> 13 -> 13 -> 12 -> 12 -> 3 -> 3 -> 9 -> 9 -> 14 -> 14 -> 7 -> 7 -> 0
21,28254.2345,369.0000,20.7500,9,1203.6996,0 -> 6 -> 6 -> 11 -> 11 -> 20 -> 20 -> 1 -> 1 -> 8 -> 8 -> 10 -> 10 -> 2 -> 2 -> 4 -> 4 -> 5 -> 5 -> 0
22,28023.3899,373.0000,20.6500,9,1049.6412,0 -> 17 -> 17 -> 3 -> 3 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 16 -> 16 -> 19 -> 19 -> 18 -> 18 -> 15 -> 15 -> 0
23,27979.9897,371.0000,20.6500,9,1040.1425,0 -> 6 -> 6 -> 1 -> 1 -> 20 -> 20 -> 11 -> 11 -> 8 -> 8 -> 10 -> 10 -> 2 -> 2 -> 14 -> 14 -> 7 -> 7 -> 0
24,28104.6507,371.0000,20.6500,9,1023.4774,0 -> 17 -> 17 -> 5 -> 5 -> 3 -> 3 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 19 -> 19 -> 4 -> 4 -> 16 -> 16 -> 0
25,28061.0730,371.0000,20.6500,9,1061.3008,0 -> 6 -> 6 -> 1 -> 1 -> 20 -> 20 -> 11 -> 11 -> 8 -> 8 -> 18 -> 18 -> 15 -> 15 -> 10 -> 10 -> 2 -> 2 -> 0
26,28184.8275,371.0000,20.6500,9,1046.3786,0 -> 5 -> 5 -> 14 -> 14 -> 7 -> 7 -> 12 -> 12 -> 13 -> 13 -> 9 -> 9 -> 3 -> 3 -> 19 -> 19 -> 17 -> 17 -> 0
27,28186.5192,371.0000,20.6500,9,1165.1054,0 -> 15 -> 15 -> 18 -> 18 -> 16 -> 16 -> 11 -> 11 -> 20 -> 20 -> 1 -> 1 -> 8 -> 8 -> 4 -> 4 -> 6 -> 6 -> 0
28,28110.3346,371.0000,20.6500,9,914.5000,0 -> 2 -> 2 -> 10 -> 10 -> 12 -> 12 -> 13 -> 13 -> 9 -> 9 -> 3 -> 3 -> 5 -> 5 -> 14 -> 14 -> 7 -> 7 -> 0
29,28064.3882,371.0000,20.6500,9,1091.8071,0 -> 15 -> 15 -> 1 -> 1 -> 20 -> 20 -> 11 -> 11 -> 19 -> 19 -> 16 -> 16 -> 8 -> 8 -> 18 -> 18 -> 17 -> 17 -> 0
30,28036.8686,371.0000,20.6500,9,1119.4643,0 -> 3 -> 3 -> 2 -> 2 -> 4 -> 4 -> 5 -> 5 -> 10 -> 10 -> 9 -> 9 -> 13 -> 13 -> 12 -> 12 -> 6 -> 6 -> 0
